{'application_name': 'ISCXVPN2016-PCAPS0-f10', 'hypermapper_mode': {'mode': 'client-server'}, 'design_of_experiment': {'doe_type': 'random sampling', 'number_of_samples': 200}, 'output_data_file': '/home/annuszulfiqar/research/NetEye/dt-framework/results/hypermapper-bayesian_optimization-ISCXVPN2016-PCAPS0-f10-2024-12-10-16:04:50/output_samples.csv', 'log_file': '/home/annuszulfiqar/research/NetEye/dt-framework/results/hypermapper-bayesian_optimization-ISCXVPN2016-PCAPS0-f10-2024-12-10-16:04:50/hypermapper_log.log', 'input_parameters': {'depth': {'parameter_type': 'integer', 'values': [5, 50], 'prior': 'uniform', 'custom_gaussian_prior_means': False, 'custom_gaussian_prior_stds': False}, 'features_per_partition': {'parameter_type': 'ordinal', 'values': [1], 'prior': 'uniform', 'custom_gaussian_prior_means': False, 'custom_gaussian_prior_stds': False}, 'c1': {'parameter_type': 'ordinal', 'values': [0.0, 0.25, 0.5, 0.75, 1.0], 'prior': 'uniform', 'custom_gaussian_prior_means': False, 'custom_gaussian_prior_stds': False}, 'c2': {'parameter_type': 'ordinal', 'values': [0.0, 0.25, 0.5, 0.75, 1.0], 'prior': 'uniform', 'custom_gaussian_prior_means': False, 'custom_gaussian_prior_stds': False}, 'c3': {'parameter_type': 'ordinal', 'values': [0.0, 0.25, 0.5, 0.75, 1.0], 'prior': 'uniform', 'custom_gaussian_prior_means': False, 'custom_gaussian_prior_stds': False}, 'c4': {'parameter_type': 'ordinal', 'values': [0.0, 0.25, 0.5, 0.75, 1.0], 'prior': 'uniform', 'custom_gaussian_prior_means': False, 'custom_gaussian_prior_stds': False}, 'c5': {'parameter_type': 'ordinal', 'values': [0.0, 0.25, 0.5, 0.75, 1.0], 'prior': 'uniform', 'custom_gaussian_prior_means': False, 'custom_gaussian_prior_stds': False}, 'c6': {'parameter_type': 'ordinal', 'values': [0.0, 0.2, 0.4, 0.6, 0.8], 'prior': 'uniform', 'custom_gaussian_prior_means': False, 'custom_gaussian_prior_stds': False}}, 'optimization_objectives': ['f1_score', 'num_flows'], 'optimization_iterations': 500, 'evaluations_per_optimization_iteration': 10, 'optimization_method': 'bayesian_optimization', 'acquisition_function': 'EI', 'scalarization_method': 'tchebyshev', 'verbose_logging': False, 'profiling': False, 'noise': True, 'profiling_file': 'profiles/profile.csv', 'append_profiles': False, 'number_of_cpus': 0, 'max_number_of_predictions': 1000000, 'time_budget': -1, 'number_of_repetitions': 1, 'models': {'model': 'random_forest', 'number_of_trees': 10, 'max_features': 0.5, 'bootstrap': False, 'min_samples_split': 5}, 'output_image': {'output_image_pdf_file': 'output_pareto.pdf', 'image_xlog': False, 'image_ylog': False}, 'feasible_output': {'name': 'Valid', 'true_value': 'True', 'false_value': 'False', 'enable_feasible_predictor': False, 'enable_feasible_predictor_grid_search_on_recall_and_precision': False, 'feasible_predictor_grid_search_validation_file': '/home/lnardi/spatial-lang/results/apps_classification_test_set/BlackScholes.csv'}, 'timestamp': 'Timestamp', 'run_directory': '.', 'output_pareto_file': 'output_pareto.csv', 'weight_sampling': 'flat', 'bounding_box_limits': [0, 1], 'local_search_starting_points': 10, 'local_search_random_points': 10000, 'local_search_evaluation_limit': -1, 'scalarization_key': 'scalarization', 'local_search_scalarization_weights': [1], 'print_parameter_importance': False, 'normalize_inputs': False, 'epsilon_greedy_threshold': 0.1, 'prior_method': 'pibo', 'prior_beta': -1, 'prior_floor': 1e-06, 'model_posterior_weight': 10, 'model_good_quantile': 0.05, 'prior_estimation_file': 'samples.csv', 'prior_estimation_quantile': 0.1, 'estimate_multivariate_priors': False, 'resume_optimization': False, 'resume_optimization_data': 'output_samples.csv', 'bandwidth_parameter': 0, 'bandwidth_n_factor': 100, 'prior_limit_estimation_points': 10000, 'posterior_computation_lower_limit': 1e-08, 'custom_gaussian_prior_means': [0], 'custom_gaussian_prior_stds': [-1], 'acquisition_function_optimizer': 'local_search', 'evolution_population_size': 50, 'evolution_generations': 150, 'mutation_rate': 1, 'evolution_crossover': False, 'regularize_evolution': False, 'batch_size': 2, 'print_best': 'auto', 'print_posterior_best': False, 'cma_es_sigma': 0.2, 'cma_es_starting_points': 1, 'cma_es_random_points': 10000}
Design of experiment phase, number of new doe samples = 200 .......
Running on client-server mode.
Communication protocol: sending message...
Request 200
depth,features_per_partition,c1,c2,c3,c4,c5,c6
22,1,1.0,0.0,0.5,0.5,0.5,0.0
19,1,1.0,0.25,0.75,0.5,0.0,0.0
8,1,0.5,0.75,1.0,1.0,0.75,0.4
45,1,0.75,1.0,1.0,0.0,1.0,0.8
15,1,0.75,0.25,0.75,0.25,0.75,0.0
41,1,0.5,0.75,1.0,0.75,0.25,0.2
19,1,0.75,0.5,0.0,0.0,0.5,0.4
12,1,0.5,0.75,0.75,0.75,1.0,0.2
20,1,0.0,1.0,0.0,0.5,1.0,0.4
45,1,0.5,0.0,0.5,0.0,0.75,0.6
12,1,0.0,0.0,0.0,1.0,0.25,0.2
9,1,0.25,0.0,1.0,0.5,0.25,0.0
5,1,1.0,1.0,1.0,0.25,0.5,0.0
20,1,0.0,0.75,0.5,1.0,0.75,0.6
50,1,0.5,1.0,0.0,0.0,0.5,0.0
6,1,0.5,0.5,0.5,0.75,0.25,0.0
42,1,1.0,1.0,0.25,0.25,0.0,0.2
22,1,0.75,0.0,0.25,0.5,0.5,0.2
16,1,0.25,0.5,1.0,0.0,0.0,0.4
41,1,0.25,0.5,0.75,0.25,0.25,0.2
17,1,0.75,0.0,1.0,1.0,1.0,0.2
43,1,1.0,1.0,0.5,0.5,0.0,0.6
13,1,1.0,1.0,0.0,0.75,0.75,0.8
39,1,0.5,1.0,0.5,1.0,1.0,0.0
47,1,1.0,0.25,0.0,0.75,0.0,0.8
49,1,0.0,0.75,0.75,0.25,0.5,0.6
18,1,0.75,0.0,1.0,0.5,0.75,0.0
33,1,0.75,0.75,1.0,0.0,1.0,0.2
44,1,0.0,1.0,0.5,0.0,0.25,0.8
13,1,0.25,0.0,1.0,0.0,0.5,0.0
43,1,0.25,1.0,0.75,0.5,0.75,0.2
50,1,0.5,0.25,0.75,0.75,0.75,0.4
14,1,0.5,1.0,0.5,1.0,0.25,0.4
12,1,0.5,0.5,0.0,0.5,0.0,0.0
15,1,0.25,0.25,0.25,0.25,1.0,0.4
18,1,0.5,0.0,0.5,0.25,0.75,0.4
14,1,0.25,1.0,0.25,0.75,0.0,0.0
11,1,0.25,1.0,0.25,0.25,0.75,0.0
34,1,0.5,0.75,0.25,0.0,1.0,0.4
50,1,0.75,0.75,1.0,0.5,0.25,0.2
34,1,0.5,0.75,0.75,0.0,0.25,0.2
44,1,0.75,0.75,0.25,0.0,0.75,0.6
12,1,0.75,0.5,0.0,0.75,0.75,0.8
36,1,0.5,0.5,0.0,0.0,0.75,0.8
35,1,0.75,0.75,0.0,0.75,0.5,0.4
25,1,0.75,0.25,0.75,0.75,0.5,0.0
5,1,1.0,0.75,0.75,1.0,0.25,0.2
22,1,0.25,0.5,0.0,0.25,0.75,0.6
18,1,0.25,0.25,1.0,0.75,0.25,0.0
11,1,0.5,0.5,0.25,0.25,0.25,0.0
24,1,1.0,0.75,0.0,0.75,0.0,0.2
23,1,0.25,0.5,0.0,0.75,0.0,0.6
16,1,0.25,0.25,0.75,0.0,0.75,0.2
50,1,0.75,0.25,0.25,0.5,0.25,0.2
27,1,0.75,1.0,0.75,0.25,0.0,0.8
6,1,0.0,0.25,0.0,0.5,0.5,0.0
6,1,0.5,0.25,0.75,1.0,0.25,0.8
32,1,0.25,0.25,0.5,0.25,0.5,0.2
45,1,0.25,0.75,0.75,0.75,0.25,0.2
31,1,0.5,0.75,1.0,0.75,1.0,0.6
32,1,0.5,0.0,0.0,0.75,0.0,0.0
42,1,0.0,0.5,0.25,0.0,0.0,0.2
14,1,1.0,1.0,0.75,0.5,0.5,0.6
48,1,0.75,0.5,0.0,0.0,0.0,0.4
38,1,0.0,0.75,0.0,1.0,0.75,0.0
21,1,0.5,1.0,0.75,0.5,0.5,0.0
13,1,0.25,0.5,0.75,0.25,0.75,0.6
18,1,0.75,0.5,0.25,0.75,0.75,0.8
27,1,0.25,0.5,1.0,1.0,0.75,0.4
24,1,0.0,1.0,0.75,0.0,1.0,0.0
37,1,0.0,0.75,0.0,0.75,0.75,0.8
33,1,0.75,0.75,0.25,0.5,1.0,0.8
12,1,0.75,0.25,0.75,0.5,1.0,0.0
48,1,0.0,1.0,0.0,0.0,0.5,0.6
14,1,1.0,0.0,0.5,0.5,0.5,0.6
25,1,0.75,0.25,0.0,0.0,0.5,0.4
50,1,1.0,0.25,0.0,0.75,0.75,0.4
35,1,1.0,0.75,0.25,0.25,1.0,0.0
46,1,0.25,1.0,0.5,1.0,0.0,0.2
37,1,0.5,0.0,1.0,1.0,0.5,0.4
38,1,0.75,0.25,0.75,1.0,0.5,0.8
37,1,0.0,0.0,1.0,0.0,0.25,0.2
22,1,0.25,0.75,0.0,0.75,0.75,0.4
41,1,0.75,1.0,0.25,0.0,0.75,0.4
41,1,0.25,0.0,1.0,0.25,0.5,0.0
38,1,0.25,0.75,0.75,1.0,0.75,0.8
13,1,0.0,0.25,0.75,0.25,0.0,0.4
5,1,0.0,0.0,0.5,1.0,0.0,0.0
13,1,0.5,0.75,0.5,0.5,0.5,0.8
21,1,1.0,1.0,0.5,0.75,0.25,0.6
23,1,0.25,0.5,0.75,0.25,0.0,0.8
40,1,0.25,0.75,0.5,0.75,1.0,0.6
23,1,0.75,0.5,1.0,0.5,0.5,0.8
23,1,0.0,0.75,1.0,0.25,0.25,0.8
37,1,0.5,0.0,0.25,1.0,1.0,0.8
15,1,0.75,0.25,0.75,0.75,0.75,0.4
9,1,1.0,0.75,0.0,0.5,0.5,0.0
38,1,1.0,0.25,0.25,0.75,1.0,0.2
13,1,1.0,0.75,0.5,0.0,0.5,0.2
41,1,0.75,1.0,0.0,0.5,0.25,0.4
24,1,1.0,0.0,0.0,0.25,0.0,0.4
12,1,0.5,0.75,0.75,0.25,1.0,0.2
27,1,1.0,0.75,1.0,0.0,0.0,0.0
44,1,0.0,0.75,0.75,0.25,0.25,0.6
27,1,0.0,0.5,0.0,0.75,0.25,0.4
17,1,0.0,0.75,1.0,1.0,1.0,0.8
6,1,1.0,0.75,0.0,0.0,1.0,0.2
44,1,1.0,0.5,0.5,0.0,1.0,0.0
12,1,0.5,0.75,1.0,0.75,1.0,0.0
39,1,0.25,0.0,0.25,1.0,1.0,0.0
25,1,0.5,0.5,0.0,0.0,0.75,0.2
50,1,0.0,1.0,0.25,0.25,1.0,0.6
6,1,1.0,1.0,0.75,1.0,0.5,0.2
47,1,0.5,0.5,0.0,0.0,0.75,0.2
7,1,0.5,0.75,1.0,0.25,0.5,0.4
32,1,0.75,0.5,0.0,0.0,0.5,0.0
17,1,0.25,0.75,1.0,0.25,0.0,0.8
30,1,0.5,0.5,0.5,0.0,1.0,0.6
12,1,0.25,1.0,0.75,0.5,0.25,0.2
29,1,0.25,0.25,0.25,0.5,0.5,0.8
19,1,0.0,0.75,0.75,1.0,0.0,0.2
47,1,0.5,0.75,0.5,0.5,0.5,0.0
16,1,0.25,0.5,0.0,0.5,0.0,0.0
49,1,0.25,0.0,0.0,0.0,1.0,0.2
46,1,0.0,1.0,0.5,0.5,1.0,0.2
9,1,0.25,0.25,1.0,1.0,1.0,0.8
5,1,1.0,0.25,0.75,0.5,0.25,0.0
38,1,0.75,0.0,1.0,1.0,0.25,0.8
18,1,0.0,1.0,0.75,0.0,0.0,0.6
8,1,1.0,0.0,0.25,0.5,0.75,0.0
44,1,0.25,1.0,0.25,0.0,0.75,0.0
22,1,0.0,0.5,1.0,0.75,1.0,0.6
47,1,0.25,0.0,0.0,0.75,0.25,0.8
22,1,0.0,1.0,0.5,0.5,0.75,0.8
36,1,0.0,0.5,1.0,0.25,0.75,0.2
8,1,0.0,0.75,0.25,0.75,0.75,0.4
46,1,1.0,0.0,0.0,1.0,0.75,0.6
5,1,0.75,0.5,0.25,0.5,0.0,0.6
50,1,1.0,0.5,0.25,0.75,0.0,0.0
34,1,0.25,1.0,0.75,1.0,0.5,0.8
38,1,0.25,0.75,0.75,0.75,0.5,0.6
37,1,1.0,0.5,1.0,0.5,0.25,0.4
26,1,0.0,1.0,0.0,0.0,1.0,0.6
39,1,1.0,1.0,0.5,1.0,0.75,0.8
41,1,0.25,0.5,0.5,0.0,0.25,0.4
8,1,1.0,0.25,0.25,0.75,0.5,0.0
49,1,0.0,0.75,0.25,1.0,0.75,0.8
27,1,0.0,0.75,0.5,0.0,0.0,0.8
49,1,0.5,0.0,0.5,0.25,1.0,0.8
11,1,0.5,0.0,1.0,0.75,0.0,0.0
30,1,0.5,0.0,0.75,0.0,0.25,0.8
17,1,0.5,0.5,0.75,0.5,0.75,0.0
10,1,0.0,1.0,0.75,0.5,1.0,0.0
26,1,0.0,0.5,1.0,0.75,1.0,0.4
25,1,0.75,0.5,0.5,0.75,0.5,0.4
26,1,0.5,0.5,0.0,0.5,0.75,0.8
17,1,0.0,0.25,0.5,0.25,0.5,0.6
37,1,0.0,0.0,0.75,0.75,0.5,0.6
31,1,1.0,1.0,1.0,0.0,1.0,0.4
47,1,0.0,0.25,0.5,1.0,0.5,0.2
47,1,0.5,0.75,0.75,0.0,0.75,0.2
15,1,0.0,0.75,0.25,0.0,0.5,0.2
50,1,1.0,0.75,0.25,1.0,0.5,0.6
26,1,0.5,0.25,0.5,1.0,0.25,0.4
6,1,0.5,0.0,0.5,0.75,1.0,0.2
29,1,0.5,0.0,0.75,0.75,0.0,0.2
28,1,0.5,1.0,0.75,1.0,0.0,0.6
28,1,0.75,0.5,0.0,1.0,0.5,0.4
30,1,1.0,0.75,1.0,0.5,0.25,0.6
35,1,0.5,0.5,0.5,1.0,0.5,0.8
26,1,0.0,1.0,0.75,0.5,0.75,0.4
37,1,0.75,0.25,0.75,0.0,0.0,0.8
21,1,0.75,0.0,0.25,0.0,1.0,0.2
9,1,1.0,0.5,0.0,1.0,1.0,0.4
47,1,0.0,0.0,0.0,0.75,0.75,0.6
45,1,0.5,0.75,1.0,0.25,0.5,0.8
17,1,0.5,0.0,0.25,0.25,0.0,0.0
7,1,0.25,0.0,1.0,0.75,0.0,0.6
47,1,0.75,1.0,0.0,1.0,0.0,0.8
37,1,1.0,0.25,0.75,0.5,0.5,0.8
15,1,0.0,0.25,0.0,0.0,0.0,0.6
35,1,0.5,0.25,0.0,0.5,0.0,0.6
45,1,1.0,0.0,1.0,1.0,0.75,0.0
29,1,1.0,1.0,0.25,0.0,1.0,0.0
26,1,1.0,1.0,0.5,0.25,0.5,0.4
41,1,1.0,1.0,0.75,1.0,0.0,0.2
23,1,0.5,0.5,0.75,0.5,0.25,0.4
45,1,0.25,0.25,0.0,1.0,1.0,0.4
43,1,0.25,0.0,0.75,0.0,0.25,0.0
45,1,0.75,0.75,0.25,0.75,0.0,0.8
9,1,0.25,0.25,0.25,0.25,0.0,0.6
35,1,0.5,0.0,0.75,0.25,0.0,0.4
41,1,0.0,0.5,0.75,0.75,0.5,0.0
25,1,0.75,0.0,0.0,0.25,1.0,0.4
33,1,0.0,1.0,0.0,0.25,1.0,0.6
32,1,0.25,1.0,0.25,0.0,0.75,0.8
16,1,1.0,1.0,0.5,0.5,0.25,0.8
9,1,1.0,0.25,0.5,0.5,1.0,0.4
20,1,1.0,0.25,0.0,0.25,1.0,0.0
20,1,0.75,1.0,0.0,0.25,1.0,0.2
Communication protocol: receiving message....
depth,features_per_partition,c1,c2,c3,c4,c5,c6,f1_score,num_flows
22,1,1.0,0.0,0.5,0.5,0.5,0.0,-0.3411070207619848,-786432.0
19,1,1.0,0.25,0.75,0.5,0.0,0.0,-0.2523326049483952,-786432.0
8,1,0.5,0.75,1.0,1.0,0.75,0.4,-0.13966794758506065,-786432.0
45,1,0.75,1.0,1.0,0.0,1.0,0.8,-0.4172079306716582,-786432.0
15,1,0.75,0.25,0.75,0.25,0.75,0.0,-0.24911373683694618,-786432.0
41,1,0.5,0.75,1.0,0.75,0.25,0.2,-0.07938337849427803,-983040.0
19,1,0.75,0.5,0.0,0.0,0.5,0.4,-0.35485546467637685,-786432.0
12,1,0.5,0.75,0.75,0.75,1.0,0.2,-0.30087678581213484,-786432.0
20,1,0.0,1.0,0.0,0.5,1.0,0.4,-0.4797177569222419,-786432.0
45,1,0.5,0.0,0.5,0.0,0.75,0.6,-0.3173704006775258,-786432.0
12,1,0.0,0.0,0.0,1.0,0.25,0.2,-0.05911206106988064,-983040.0
9,1,0.25,0.0,1.0,0.5,0.25,0.0,-0.1287013680029911,-786432.0
5,1,1.0,1.0,1.0,0.25,0.5,0.0,-0.06283102676500617,-786432.0
20,1,0.0,0.75,0.5,1.0,0.75,0.6,-0.39853510953103594,-786432.0
50,1,0.5,1.0,0.0,0.0,0.5,0.0,-0.36744968310435866,-786432.0
6,1,0.5,0.5,0.5,0.75,0.25,0.0,-0.07990405474060905,-786432.0
42,1,1.0,1.0,0.25,0.25,0.0,0.2,-0.4433521588974214,-786432.0
22,1,0.75,0.0,0.25,0.5,0.5,0.2,-0.18147716341694192,-786432.0
16,1,0.25,0.5,1.0,0.0,0.0,0.4,-0.1287013680029911,-786432.0
41,1,0.25,0.5,0.75,0.25,0.25,0.2,-0.34437136876669877,-786432.0
17,1,0.75,0.0,1.0,1.0,1.0,0.2,-0.4081038866771285,-786432.0
43,1,1.0,1.0,0.5,0.5,0.0,0.6,-0.44302639425529133,-786432.0
13,1,1.0,1.0,0.0,0.75,0.75,0.8,-0.2606110416083548,-786432.0
39,1,0.5,1.0,0.5,1.0,1.0,0.0,-0.34103895638572024,-786432.0
47,1,1.0,0.25,0.0,0.75,0.0,0.8,-0.5043139779559275,-786432.0
49,1,0.0,0.75,0.75,0.25,0.5,0.6,-0.36589643746617456,-786432.0
18,1,0.75,0.0,1.0,0.5,0.75,0.0,-0.4047955538267888,-786432.0
33,1,0.75,0.75,1.0,0.0,1.0,0.2,-0.3858386574056552,-786432.0
44,1,0.0,1.0,0.5,0.0,0.25,0.8,-0.4021632949595323,-786432.0
13,1,0.25,0.0,1.0,0.0,0.5,0.0,-0.12952871490500523,-786432.0
43,1,0.25,1.0,0.75,0.5,0.75,0.2,-0.3207947742101027,-786432.0
50,1,0.5,0.25,0.75,0.75,0.75,0.4,-0.07938337849427803,-983040.0
14,1,0.5,1.0,0.5,1.0,0.25,0.4,-0.06153059135810247,-786432.0
12,1,0.5,0.5,0.0,0.5,0.0,0.0,-0.15734824589403676,-786432.0
15,1,0.25,0.25,0.25,0.25,1.0,0.4,-0.2519569901978269,-786432.0
18,1,0.5,0.0,0.5,0.25,0.75,0.4,-0.06153059135810247,-786432.0
14,1,0.25,1.0,0.25,0.75,0.0,0.0,-0.1287013680029911,-786432.0
11,1,0.25,1.0,0.25,0.25,0.75,0.0,-0.1238997234977375,-786432.0
34,1,0.5,0.75,0.25,0.0,1.0,0.4,-0.1752907075963398,-786432.0
50,1,0.75,0.75,1.0,0.5,0.25,0.2,-0.07938337849427803,-983040.0
34,1,0.5,0.75,0.75,0.0,0.25,0.2,-0.1752907075963398,-786432.0
44,1,0.75,0.75,0.25,0.0,0.75,0.6,-0.4230510938826339,-786432.0
12,1,0.75,0.5,0.0,0.75,0.75,0.8,-0.3056889430066618,-786432.0
36,1,0.5,0.5,0.0,0.0,0.75,0.8,-0.33903112935139884,-786432.0
35,1,0.75,0.75,0.0,0.75,0.5,0.4,-0.38302563675456186,-786432.0
25,1,0.75,0.25,0.75,0.75,0.5,0.0,-0.34547781515586345,-786432.0
5,1,1.0,0.75,0.75,1.0,0.25,0.2,-0.06283102676500617,-786432.0
22,1,0.25,0.5,0.0,0.25,0.75,0.6,-0.08026715057618744,-786432.0
18,1,0.25,0.25,1.0,0.75,0.25,0.0,-0.08026715057618744,-786432.0
11,1,0.5,0.5,0.25,0.25,0.25,0.0,-0.1547260842197526,-786432.0
24,1,1.0,0.75,0.0,0.75,0.0,0.2,-0.3879162592886465,-786432.0
23,1,0.25,0.5,0.0,0.75,0.0,0.6,-0.1287013680029911,-786432.0
16,1,0.25,0.25,0.75,0.0,0.75,0.2,-0.08026715057618744,-786432.0
50,1,0.75,0.25,0.25,0.5,0.25,0.2,-0.07938337849427803,-983040.0
