depth,features_per_partition,c1,c2,c3,c4,c5,c6,f1_score,num_flows,Timestamp
5,4,0.5,0.25,1.0,0.5,0.25,0.6,-0.08087517588318782,-294912.0,1733890989174
7,3,0.25,1.0,1.0,0.25,0.25,0.4,-0.09085912307592536,-393216.0,1733890989174
6,2,1.0,1.0,0.75,0.0,0.5,0.2,-0.09954874598024256,-491520.0,1733890989174
9,3,1.0,0.25,1.0,0.5,0.75,0.4,-0.09894932183186497,-393216.0,1733890989174
7,4,1.0,0.25,0.0,0.5,0.25,0.4,-0.08066948818644754,-294912.0,1733890989174
7,3,0.75,0.75,0.75,1.0,0.25,0.4,-0.09085912307592536,-393216.0,1733890989174
8,3,0.25,0.25,0.25,1.0,0.25,0.6,-0.13423816177281758,-393216.0,1733890989174
8,3,0.5,0.5,0.25,0.25,0.5,0.0,-0.09045482775060862,-393216.0,1733890989174
6,4,0.5,0.75,0.25,0.0,0.25,0.6,-0.13555423431755284,-294912.0,1733890989174
7,4,0.5,0.0,0.25,1.0,0.75,0.6,-0.05143872515770873,-294912.0,1733890989174
8,4,0.75,0.5,0.75,0.5,0.0,0.8,-0.10502369206264485,-294912.0,1733890989174
7,4,0.0,1.0,0.5,0.5,0.5,0.4,-0.13047746174234576,-294912.0,1733890989174
9,3,0.0,0.5,0.0,1.0,0.25,0.8,-0.13682257095725878,-393216.0,1733890989174
5,2,0.75,1.0,0.25,0.5,0.75,0.2,-0.10154575683550764,-491520.0,1733890989174
7,3,0.25,0.5,0.25,0.75,1.0,0.0,-0.06911042450010689,-393216.0,1733890989174
6,4,0.5,0.0,0.25,0.0,0.75,0.0,-0.061751819992138635,-294912.0,1733890989174
7,3,1.0,0.0,0.5,0.25,0.5,0.4,-0.09122144852222491,-393216.0,1733890989174
6,3,0.75,0.75,1.0,0.25,0.75,0.2,-0.0374851270967105,-393216.0,1733890989174
9,2,0.5,0.25,0.75,0.25,0.5,0.0,-0.20728201891768275,-491520.0,1733890989174
5,2,0.5,1.0,0.5,0.5,0.5,0.0,-0.10154575683550764,-491520.0,1733890989174
7,4,0.5,1.0,0.0,0.75,0.75,0.0,-0.05143872515770873,-294912.0,1733890989174
7,4,0.0,0.25,1.0,0.75,0.75,0.4,-0.09259867014938471,-294912.0,1733890989174
7,2,1.0,1.0,0.5,0.0,0.75,0.6,-0.09372012927684091,-491520.0,1733890989174
8,3,1.0,0.5,1.0,0.75,0.0,0.0,-0.17617319407101864,-393216.0,1733890989174
7,3,1.0,0.75,1.0,0.75,1.0,0.4,-0.11033733753217177,-393216.0,1733890989174
7,2,0.0,1.0,0.5,0.25,0.75,0.8,-0.11055360630117904,-491520.0,1733890989174
8,2,0.75,0.25,0.75,0.5,0.75,0.4,-0.12438685354178515,-491520.0,1733890989174
6,4,0.0,1.0,0.75,0.0,0.25,0.2,-0.11181479736767365,-294912.0,1733890989174
9,2,0.5,0.0,0.5,0.0,1.0,0.8,-0.14428343232485513,-491520.0,1733890989174
7,3,1.0,0.75,0.25,0.0,1.0,0.8,-0.11797115298176743,-393216.0,1733890989174
7,4,0.0,0.5,0.75,0.5,0.5,0.2,-0.09259867014938471,-294912.0,1733890989174
5,2,0.25,0.25,0.5,0.75,0.75,0.4,-0.10154575683550764,-491520.0,1733890989174
9,2,0.75,0.25,0.25,0.0,0.25,0.0,-0.1817119390860692,-491520.0,1733890989174
8,3,0.0,0.25,0.75,0.0,0.5,0.4,-0.10481996498936318,-393216.0,1733890989174
7,4,0.25,0.0,0.75,1.0,0.0,0.6,-0.10261370172259143,-294912.0,1733890989174
8,3,0.75,0.25,1.0,1.0,0.75,0.6,-0.07660565890208398,-393216.0,1733890989174
7,4,0.5,0.25,1.0,0.25,0.75,0.8,-0.0677976431485097,-294912.0,1733890989174
5,3,0.5,0.5,0.75,0.75,1.0,0.0,-0.10154575683550764,-393216.0,1733890989174
8,3,0.0,0.0,0.5,1.0,0.5,0.0,-0.15062448457424427,-393216.0,1733890989174
6,2,0.0,0.75,1.0,0.75,0.0,0.8,-0.1306283496660798,-491520.0,1733890989174
7,2,0.75,0.25,1.0,1.0,0.5,0.8,-0.06770563070201957,-491520.0,1733890989174
6,4,0.0,0.5,0.5,0.5,0.25,0.4,-0.04946101013848619,-294912.0,1733890989174
5,2,0.5,0.0,0.5,0.75,1.0,0.0,-0.07993539686246516,-491520.0,1733890989174
7,3,0.25,0.75,0.75,0.0,0.5,0.2,-0.0854005429297353,-393216.0,1733890989174
5,4,0.5,0.5,1.0,0.5,0.0,0.0,-0.13046264848781533,-294912.0,1733890989174
8,4,0.0,0.75,0.0,0.5,1.0,0.0,-0.13597082305787841,-294912.0,1733890989174
9,2,1.0,0.25,0.5,1.0,0.5,0.2,-0.14303090997083764,-491520.0,1733890989174
5,3,0.25,0.0,1.0,0.75,0.0,0.2,-0.07629134645178483,-393216.0,1733890989174
8,2,0.75,0.25,0.0,1.0,1.0,0.2,-0.11527428356014399,-491520.0,1733890989174
8,3,1.0,0.0,0.5,0.75,0.75,0.0,-0.08721539906413739,-393216.0,1733890989174
7,3,0.25,0.5,0.5,0.0,0.5,0.6,-0.07673263220821133,-393216.0,1733890989174
7,3,0.0,0.5,0.5,0.25,0.0,0.2,-0.09122144852222491,-393216.0,1733890989174
8,4,0.75,0.25,0.25,0.5,0.0,0.8,-0.08732386274316473,-294912.0,1733890989174
5,4,1.0,0.5,0.0,0.0,0.0,0.2,-0.11836401415458138,-294912.0,1733890989174
8,4,0.25,0.75,0.5,0.75,1.0,0.6,-0.07732486994690388,-294912.0,1733890989174
6,3,0.5,0.5,0.25,0.25,0.0,0.2,-0.07666312598037511,-393216.0,1733890989174
9,4,0.5,0.0,0.0,0.25,0.0,0.6,-0.10405580238920055,-294912.0,1733890989174
8,3,0.25,0.75,1.0,1.0,0.25,0.8,-0.09980725080357904,-393216.0,1733890989174
9,4,0.25,1.0,1.0,0.25,0.25,0.4,-0.10433393994028319,-294912.0,1733890989174
6,3,0.0,0.25,0.25,0.5,0.0,0.0,-0.21491177935566438,-393216.0,1733890989174
