{'application_name': 'CIC-IOT-2023-PCAPS1-f10', 'hypermapper_mode': {'mode': 'client-server'}, 'design_of_experiment': {'doe_type': 'random sampling', 'number_of_samples': 200}, 'output_data_file': '/home/annuszulfiqar/research/NetEye/dt-framework/results/hypermapper-bayesian_optimization-CIC-IOT-2023-PCAPS1-f10-2024-12-10-15:18:08/output_samples.csv', 'log_file': '/home/annuszulfiqar/research/NetEye/dt-framework/results/hypermapper-bayesian_optimization-CIC-IOT-2023-PCAPS1-f10-2024-12-10-15:18:08/hypermapper_log.log', 'input_parameters': {'depth': {'parameter_type': 'integer', 'values': [5, 50], 'prior': 'uniform', 'custom_gaussian_prior_means': False, 'custom_gaussian_prior_stds': False}, 'features_per_partition': {'parameter_type': 'ordinal', 'values': [1], 'prior': 'uniform', 'custom_gaussian_prior_means': False, 'custom_gaussian_prior_stds': False}, 'c1': {'parameter_type': 'ordinal', 'values': [0.0, 0.25, 0.5, 0.75, 1.0], 'prior': 'uniform', 'custom_gaussian_prior_means': False, 'custom_gaussian_prior_stds': False}, 'c2': {'parameter_type': 'ordinal', 'values': [0.0, 0.25, 0.5, 0.75, 1.0], 'prior': 'uniform', 'custom_gaussian_prior_means': False, 'custom_gaussian_prior_stds': False}, 'c3': {'parameter_type': 'ordinal', 'values': [0.0, 0.25, 0.5, 0.75, 1.0], 'prior': 'uniform', 'custom_gaussian_prior_means': False, 'custom_gaussian_prior_stds': False}, 'c4': {'parameter_type': 'ordinal', 'values': [0.0, 0.25, 0.5, 0.75, 1.0], 'prior': 'uniform', 'custom_gaussian_prior_means': False, 'custom_gaussian_prior_stds': False}, 'c5': {'parameter_type': 'ordinal', 'values': [0.0, 0.25, 0.5, 0.75, 1.0], 'prior': 'uniform', 'custom_gaussian_prior_means': False, 'custom_gaussian_prior_stds': False}, 'c6': {'parameter_type': 'ordinal', 'values': [0.0, 0.2, 0.4, 0.6, 0.8], 'prior': 'uniform', 'custom_gaussian_prior_means': False, 'custom_gaussian_prior_stds': False}}, 'optimization_objectives': ['f1_score', 'num_flows'], 'optimization_iterations': 500, 'evaluations_per_optimization_iteration': 10, 'optimization_method': 'bayesian_optimization', 'acquisition_function': 'EI', 'scalarization_method': 'tchebyshev', 'verbose_logging': False, 'profiling': False, 'noise': True, 'profiling_file': 'profiles/profile.csv', 'append_profiles': False, 'number_of_cpus': 0, 'max_number_of_predictions': 1000000, 'time_budget': -1, 'number_of_repetitions': 1, 'models': {'model': 'random_forest', 'number_of_trees': 10, 'max_features': 0.5, 'bootstrap': False, 'min_samples_split': 5}, 'output_image': {'output_image_pdf_file': 'output_pareto.pdf', 'image_xlog': False, 'image_ylog': False}, 'feasible_output': {'name': 'Valid', 'true_value': 'True', 'false_value': 'False', 'enable_feasible_predictor': False, 'enable_feasible_predictor_grid_search_on_recall_and_precision': False, 'feasible_predictor_grid_search_validation_file': '/home/lnardi/spatial-lang/results/apps_classification_test_set/BlackScholes.csv'}, 'timestamp': 'Timestamp', 'run_directory': '.', 'output_pareto_file': 'output_pareto.csv', 'weight_sampling': 'flat', 'bounding_box_limits': [0, 1], 'local_search_starting_points': 10, 'local_search_random_points': 10000, 'local_search_evaluation_limit': -1, 'scalarization_key': 'scalarization', 'local_search_scalarization_weights': [1], 'print_parameter_importance': False, 'normalize_inputs': False, 'epsilon_greedy_threshold': 0.1, 'prior_method': 'pibo', 'prior_beta': -1, 'prior_floor': 1e-06, 'model_posterior_weight': 10, 'model_good_quantile': 0.05, 'prior_estimation_file': 'samples.csv', 'prior_estimation_quantile': 0.1, 'estimate_multivariate_priors': False, 'resume_optimization': False, 'resume_optimization_data': 'output_samples.csv', 'bandwidth_parameter': 0, 'bandwidth_n_factor': 100, 'prior_limit_estimation_points': 10000, 'posterior_computation_lower_limit': 1e-08, 'custom_gaussian_prior_means': [0], 'custom_gaussian_prior_stds': [-1], 'acquisition_function_optimizer': 'local_search', 'evolution_population_size': 50, 'evolution_generations': 150, 'mutation_rate': 1, 'evolution_crossover': False, 'regularize_evolution': False, 'batch_size': 2, 'print_best': 'auto', 'print_posterior_best': False, 'cma_es_sigma': 0.2, 'cma_es_starting_points': 1, 'cma_es_random_points': 10000}
Design of experiment phase, number of new doe samples = 200 .......
Running on client-server mode.
Communication protocol: sending message...
Request 200
depth,features_per_partition,c1,c2,c3,c4,c5,c6
42,1,0.25,0.0,0.25,1.0,0.75,0.2
34,1,0.25,0.0,0.75,1.0,0.5,0.2
46,1,1.0,0.5,0.5,0.5,0.5,0.4
26,1,0.5,0.25,0.25,0.75,1.0,0.8
23,1,1.0,0.25,0.5,0.75,0.75,0.2
44,1,0.25,0.0,1.0,1.0,0.5,0.6
16,1,0.25,1.0,1.0,1.0,0.25,0.4
23,1,0.5,0.25,0.5,1.0,0.5,0.0
36,1,1.0,0.25,1.0,1.0,0.5,0.8
6,1,0.5,0.75,0.25,0.75,0.25,0.4
24,1,0.25,0.75,1.0,0.75,0.25,0.0
24,1,1.0,0.75,0.75,0.25,0.0,0.4
43,1,1.0,0.75,1.0,0.0,0.75,0.2
42,1,1.0,0.0,0.5,0.25,0.25,0.6
16,1,0.5,0.25,0.75,1.0,0.75,0.8
15,1,1.0,0.75,0.75,0.0,0.25,0.8
50,1,0.25,0.5,0.25,0.0,1.0,0.2
50,1,0.0,0.75,1.0,0.0,0.25,0.6
17,1,0.5,0.75,0.25,0.25,1.0,0.0
38,1,1.0,0.5,1.0,0.25,0.75,0.0
15,1,0.25,0.0,0.25,1.0,1.0,0.6
49,1,0.25,0.75,0.25,0.5,0.5,0.6
8,1,0.5,0.5,0.5,0.75,0.5,0.2
9,1,0.75,1.0,0.25,0.25,0.5,0.0
28,1,0.75,0.5,0.5,1.0,0.5,0.2
19,1,0.5,0.25,0.0,1.0,0.75,0.2
18,1,0.25,0.0,0.0,0.25,1.0,0.2
18,1,0.75,1.0,0.25,0.5,1.0,0.2
5,1,0.75,1.0,0.25,0.25,0.75,0.8
28,1,0.25,1.0,0.25,1.0,1.0,0.0
23,1,0.75,0.75,0.25,0.75,0.75,0.0
19,1,0.75,0.0,1.0,1.0,0.75,0.4
29,1,0.5,0.75,0.25,0.25,0.5,0.2
12,1,0.75,0.75,1.0,0.0,0.5,0.0
35,1,1.0,1.0,0.25,0.0,0.0,0.8
14,1,0.5,0.75,0.0,0.0,0.0,0.6
27,1,0.25,0.5,1.0,0.75,0.25,0.2
24,1,0.25,0.0,0.5,0.0,0.0,0.6
49,1,0.5,0.25,0.75,0.75,1.0,0.4
14,1,0.75,0.0,0.75,0.0,0.75,0.0
34,1,0.5,0.5,0.5,0.25,0.0,0.4
19,1,1.0,0.25,1.0,0.75,1.0,0.6
30,1,0.5,0.5,0.5,1.0,1.0,0.6
35,1,0.25,0.25,0.0,0.25,0.25,0.4
29,1,0.25,0.75,0.5,0.25,1.0,0.2
13,1,1.0,0.75,0.25,0.75,0.0,0.4
27,1,0.75,0.0,0.75,0.0,0.25,0.8
15,1,0.0,0.5,1.0,0.25,0.25,0.4
50,1,0.0,0.75,0.0,1.0,0.25,0.4
12,1,1.0,0.5,0.5,0.0,0.25,0.4
35,1,0.0,0.25,0.0,0.0,0.5,0.4
28,1,0.0,0.0,1.0,0.25,0.0,0.6
25,1,0.25,0.5,0.75,0.25,0.0,0.8
26,1,0.0,1.0,0.5,1.0,1.0,0.0
27,1,0.75,0.0,1.0,0.25,1.0,0.2
5,1,1.0,0.25,0.5,0.0,0.75,0.6
38,1,1.0,0.75,0.5,0.25,0.75,0.8
36,1,0.25,0.75,0.75,1.0,0.0,0.0
43,1,1.0,0.5,0.5,0.75,1.0,0.8
9,1,0.0,0.0,0.5,0.25,0.25,0.4
10,1,0.0,1.0,0.75,1.0,0.0,0.4
49,1,0.25,1.0,0.5,1.0,0.25,0.8
14,1,0.0,0.0,1.0,0.0,0.5,0.6
11,1,0.75,0.5,0.5,0.5,0.75,0.0
33,1,0.25,0.75,0.5,0.0,0.25,0.0
36,1,0.75,0.5,0.75,0.25,1.0,0.0
10,1,1.0,1.0,0.5,0.75,0.25,0.6
30,1,0.0,0.5,1.0,0.5,0.25,0.2
23,1,0.25,0.25,0.0,0.0,0.75,0.8
17,1,0.0,0.0,0.5,0.0,1.0,0.2
16,1,0.25,0.0,0.25,0.0,0.25,0.4
19,1,0.5,0.0,0.0,1.0,0.0,0.6
30,1,0.75,0.5,0.5,0.75,0.75,0.6
10,1,1.0,0.75,0.25,0.0,0.0,0.2
5,1,0.25,0.5,0.0,0.5,0.5,0.4
18,1,0.0,0.0,0.75,0.0,1.0,0.2
33,1,0.0,0.75,0.25,0.5,1.0,0.4
11,1,0.5,0.0,0.0,0.5,0.5,0.8
7,1,0.0,1.0,0.5,1.0,0.5,0.4
46,1,0.25,0.0,0.5,1.0,0.25,0.2
25,1,0.0,0.75,0.0,0.0,0.75,0.2
45,1,1.0,0.5,0.5,0.0,1.0,0.6
8,1,0.5,0.75,0.75,0.0,0.5,0.6
35,1,0.75,0.25,0.5,0.75,0.75,0.6
24,1,1.0,1.0,0.0,0.75,1.0,0.0
46,1,1.0,0.0,0.25,0.25,0.25,0.0
27,1,0.25,0.0,0.5,0.5,1.0,0.6
14,1,0.25,0.5,0.75,1.0,0.25,0.8
23,1,1.0,0.0,1.0,0.25,0.5,0.4
42,1,1.0,0.5,0.5,0.5,0.5,0.0
38,1,1.0,0.5,1.0,0.5,1.0,0.6
31,1,1.0,0.5,0.5,1.0,0.75,0.4
43,1,0.0,0.75,0.5,0.5,1.0,0.0
41,1,1.0,0.0,0.25,0.75,0.0,0.4
47,1,0.0,0.25,0.25,0.25,0.25,0.6
26,1,0.5,0.5,1.0,0.75,0.25,0.6
16,1,0.0,0.25,1.0,0.5,0.5,0.8
33,1,0.75,0.75,1.0,0.5,0.5,0.2
42,1,0.75,0.0,1.0,0.0,0.25,0.8
19,1,0.25,0.25,1.0,0.0,0.25,0.6
37,1,1.0,1.0,1.0,0.25,0.5,0.0
29,1,0.5,0.75,0.5,0.5,0.5,0.8
13,1,0.0,0.75,0.25,1.0,0.75,0.2
23,1,0.5,0.0,0.5,0.75,0.0,0.4
39,1,0.25,1.0,1.0,1.0,0.25,0.4
7,1,0.5,0.5,0.25,1.0,0.5,0.0
38,1,0.75,0.0,0.75,0.0,1.0,0.4
39,1,0.25,0.75,0.25,1.0,0.5,0.0
42,1,0.25,1.0,1.0,1.0,0.25,0.0
7,1,0.25,0.5,1.0,0.75,1.0,0.8
27,1,0.25,0.25,0.75,1.0,1.0,0.4
5,1,0.75,0.25,0.75,0.5,0.5,0.2
42,1,0.0,0.75,1.0,0.0,0.75,0.8
5,1,0.5,0.5,0.5,0.0,0.75,0.8
5,1,0.5,1.0,0.0,0.75,0.0,0.8
15,1,1.0,0.75,0.5,0.0,0.0,0.2
45,1,0.5,0.25,0.75,0.25,0.0,0.8
24,1,1.0,0.0,0.75,0.25,0.75,0.0
34,1,0.75,0.25,0.75,0.5,0.0,0.4
20,1,1.0,1.0,0.75,0.25,0.5,0.4
22,1,0.0,0.75,1.0,1.0,0.25,0.4
27,1,0.5,0.25,0.25,0.5,1.0,0.2
Communication protocol: receiving message....
depth,features_per_partition,c1,c2,c3,c4,c5,c6,f1_score,num_flows
19,1,0.25,1.0,0.5,0.0,0.75,0.0,-0.6344172802846262,-786432.0
23,1,0.25,0.0,0.25,1.0,0.5,0.4,-0.525743437458325,-786432.0
14,1,0.5,0.0,0.75,0.0,0.5,0.2,-0.705489201244028,-786432.0
21,1,0.0,0.5,0.25,0.75,0.25,0.4,-0.5775219729122371,-589824.0
18,1,1.0,0.25,0.0,0.5,0.75,0.4,-0.6302923565500705,-589824.0
20,1,0.25,0.75,1.0,0.0,0.0,0.8,-0.6252571494753316,-589824.0
10,1,0.5,0.0,0.5,0.0,0.5,0.2,-0.5920194711104331,-786432.0
14,1,0.25,0.25,0.5,0.25,0.25,0.6,-0.48225958208374725,-786432.0
46,1,0.5,0.75,0.75,0.75,0.5,0.6,-0.5469669165291278,-589824.0
12,1,0.5,0.0,0.75,0.5,0.75,0.8,-0.6421734307240917,-786432.0
7,1,0.25,0.75,0.25,1.0,0.25,0.6,-0.3678729621690387,-786432.0
18,1,0.5,0.0,1.0,0.5,0.5,0.4,-0.6174720007693024,-786432.0
44,1,0.25,1.0,0.0,0.75,0.75,0.6,-0.6527933721610006,-589824.0
19,1,0.0,1.0,0.5,0.75,0.75,0.8,-0.5124741432466906,-786432.0
36,1,0.5,0.75,0.25,0.5,0.5,0.4,-0.5503195554772504,-589824.0
9,1,0.25,0.25,0.75,0.0,0.5,0.8,-0.525373083631306,-786432.0
40,1,0.25,1.0,1.0,1.0,0.0,0.6,-0.6603295100352992,-589824.0
26,1,0.25,0.0,0.5,0.75,0.0,0.8,-0.6887442365773965,-589824.0
43,1,0.5,0.25,0.5,0.5,0.5,0.2,-0.56309606650837,-589824.0
18,1,1.0,0.75,0.25,0.25,1.0,0.2,-0.5594823755253369,-786432.0
46,1,1.0,0.25,0.5,0.0,0.75,0.0,-0.5312200393308516,-786432.0
5,1,0.5,1.0,0.75,0.5,0.5,0.2,-0.5084872623598671,-786432.0
19,1,1.0,1.0,0.75,1.0,1.0,0.4,-0.5787472921428165,-589824.0
6,1,1.0,0.75,0.5,0.75,0.25,0.4,-0.386446204601253,-786432.0
27,1,0.5,0.25,0.5,0.5,1.0,0.2,-0.5019054690193205,-589824.0
16,1,0.25,0.0,0.75,1.0,0.75,0.8,-0.511745648107298,-786432.0
16,1,0.25,0.5,0.0,0.75,0.5,0.2,-0.5002238476227419,-786432.0
5,1,1.0,0.5,0.75,0.25,1.0,0.8,-0.5084872623598671,-786432.0
34,1,0.0,0.0,0.0,0.75,0.25,0.4,-0.5221645159896557,-786432.0
20,1,1.0,1.0,0.75,0.25,0.0,0.2,-0.6217311882254069,-589824.0
38,1,1.0,0.0,0.75,1.0,0.75,0.2,-0.4997579596478928,-786432.0
35,1,0.25,0.0,0.25,0.5,0.75,0.2,-0.6605128205785293,-589824.0
38,1,1.0,0.0,0.0,1.0,0.5,0.8,-0.5193004016313136,-786432.0
16,1,0.0,0.25,0.25,1.0,0.5,0.2,-0.6048493477006922,-786432.0
35,1,0.0,1.0,0.0,0.25,0.75,0.0,-0.533259844768913,-786432.0
32,1,0.25,0.25,0.5,0.75,0.25,0.0,-0.6433470745069237,-589824.0
46,1,0.0,0.25,0.75,0.25,0.0,0.6,-0.5267668412252249,-786432.0
32,1,0.0,0.0,1.0,1.0,0.75,0.2,-0.5231184346266812,-786432.0
46,1,1.0,0.75,0.75,0.0,0.75,0.0,-0.5425959840015698,-786432.0
46,1,0.0,0.5,0.5,0.75,0.5,0.4,-0.5243208805901237,-786432.0
23,1,0.25,0.25,0.75,1.0,0.0,0.4,-0.5281127805871798,-786432.0
26,1,0.5,0.75,0.75,0.25,0.0,0.0,-0.6224368600597678,-589824.0
20,1,0.0,0.5,0.75,0.0,0.75,0.2,-0.5252187860501517,-786432.0
10,1,0.5,0.0,0.5,1.0,0.5,0.8,-0.47020698252665893,-786432.0
50,1,0.25,0.25,0.5,1.0,1.0,0.2,-0.5027207108366223,-589824.0
27,1,0.75,1.0,0.25,0.5,0.0,0.6,-0.5765133868058252,-589824.0
20,1,0.75,1.0,0.5,0.5,0.75,0.8,-0.5069036558782339,-589824.0
12,1,0.5,0.5,0.5,1.0,0.0,0.0,-0.6180248372821217,-786432.0
41,1,0.75,0.75,1.0,0.25,0.75,0.6,-0.5558435089412531,-786432.0
45,1,1.0,0.0,0.25,0.25,0.5,0.2,-0.534998485394876,-786432.0
38,1,0.0,0.0,0.25,0.5,0.0,0.6,-0.5233165859473862,-786432.0
17,1,1.0,0.5,0.0,0.0,0.0,0.8,-0.6199586265251499,-589824.0
14,1,1.0,0.5,0.5,1.0,0.25,0.8,-0.5136353960688587,-786432.0
47,1,0.5,0.75,0.0,0.75,0.25,0.2,-0.563796046270015,-589824.0
26,1,0.75,0.0,0.25,0.25,0.0,0.2,-0.6360089397147567,-589824.0
32,1,1.0,0.0,0.75,0.0,0.75,0.2,-0.5296705287524569,-786432.0
19,1,0.5,0.25,0.75,0.0,0.25,0.4,-0.5732275785926247,-786432.0
10,1,0.0,0.5,1.0,0.75,1.0,0.8,-0.5015369599721011,-786432.0
13,1,0.5,0.25,0.75,0.75,0.0,0.6,-0.5464266892579173,-786432.0
50,1,0.75,0.0,1.0,1.0,0.5,0.0,-0.5189229627778496,-786432.0
26,1,0.0,0.75,0.5,0.75,0.5,0.8,-0.5241535415531997,-786432.0
31,1,0.25,0.25,0.25,0.0,0.25,0.6,-0.6374766079413676,-589824.0
18,1,1.0,0.25,1.0,0.75,0.25,0.4,-0.5504502899662604,-589824.0
46,1,1.0,0.75,0.25,1.0,0.5,0.6,-0.5518217931369895,-786432.0
6,1,1.0,1.0,0.5,0.75,0.0,0.0,-0.4564745687633517,-786432.0
34,1,0.25,0.5,0.25,0.25,0.25,0.6,-0.6139026769699845,-589824.0
13,1,0.0,1.0,1.0,1.0,1.0,0.6,-0.5137737703675151,-786432.0
48,1,0.25,0.25,0.5,1.0,0.0,0.0,-0.5907717497017534,-589824.0
8,1,1.0,0.25,0.5,0.5,0.75,0.4,-0.5445348597089931,-786432.0
28,1,0.5,0.75,0.25,1.0,0.5,0.6,-0.5045927073212245,-589824.0
14,1,0.5,0.5,0.75,1.0,0.5,0.6,-0.5316278284341657,-786432.0
36,1,0.0,0.75,0.0,0.25,0.25,0.0,-0.5308531139459088,-786432.0
15,1,0.25,0.0,0.75,1.0,0.0,0.8,-0.619806371705294,-786432.0
21,1,0.25,0.5,0.25,0.25,0.0,0.4,-0.5263733864107647,-786432.0
12,1,0.75,0.25,0.75,0.5,0.25,0.0,-0.5851223532164932,-786432.0
39,1,1.0,0.25,0.75,0.75,0.5,0.4,-0.5403497048097624,-786432.0
26,1,0.25,0.75,0.5,0.0,1.0,0.0,-0.7081436610725143,-589824.0
50,1,0.25,0.75,0.25,1.0,0.0,0.4,-0.5698807997584514,-589824.0
42,1,0.25,0.0,0.25,1.0,0.75,0.2,-0.6518975440082749,-589824.0
34,1,0.25,0.0,0.75,1.0,0.5,0.2,-0.6547194011007931,-589824.0
46,1,1.0,0.5,0.5,0.5,0.5,0.4,-0.5494405370719286,-786432.0
26,1,0.5,0.25,0.25,0.75,1.0,0.8,-0.541509507649627,-589824.0
23,1,1.0,0.25,0.5,0.75,0.75,0.2,-0.5439197580953683,-589824.0
44,1,0.25,0.0,1.0,1.0,0.5,0.6,-0.6420616063156764,-589824.0
16,1,0.25,1.0,1.0,1.0,0.25,0.4,-0.49240164096634437,-786432.0
23,1,0.5,0.25,0.5,1.0,0.5,0.0,-0.6097201473568631,-589824.0
36,1,1.0,0.25,1.0,1.0,0.5,0.8,-0.5294544245606034,-786432.0
6,1,0.5,0.75,0.25,0.75,0.25,0.4,-0.41826952365892306,-786432.0
24,1,0.25,0.75,1.0,0.75,0.25,0.0,-0.6194886191512413,-589824.0
24,1,1.0,0.75,0.75,0.25,0.0,0.4,-0.6243849764495655,-589824.0
