flow size,count
10,297
11,320
12,225
13,235
14,343
15,1310
16,648
17,1469
18,3490
19,498
20,196
21,56
22,36
23,35
24,46
25,37
26,38
27,35
28,46
29,40
30,26
31,131
32,74
33,37
34,66
35,19
36,27
37,17
38,24
39,47
40,42
41,684
42,15085
43,13466
44,49896
45,6193
46,5919
47,1044
48,375
49,29
50,33
51,7
52,11
53,7
54,25
55,9
56,64
57,7
58,4
59,11
60,12
61,5
62,15
63,10
64,7
65,2
66,2
68,2
70,4
71,2
72,3
73,2
74,6
75,4
76,2
77,4
78,5
79,1
81,3
83,1
84,1
86,2
87,1
88,2
89,1
90,1
91,1
92,3
93,2
94,3
96,3
97,2
102,1
104,1
105,1
106,1
107,2
108,1
112,1
113,4
115,1
117,1
118,2
119,2
121,4
122,8
123,3
124,10
125,3
126,7
127,4
128,2
130,2
131,1
132,1
133,2
134,1
136,1
137,2
139,1
140,1
142,1
143,1
144,1
146,2
147,1
150,1
152,3
153,3
154,9
155,1
156,1
157,2
158,2
159,3
160,6
162,3
163,1
164,7
165,2
166,2
167,1
168,6
169,1
170,3
174,2
176,3
177,1
178,1
180,2
181,1
182,2
183,1
184,7
185,2
186,1
187,1
188,9
189,1
190,4
191,1
192,6
194,4
196,5
197,1
198,5
199,1
200,2
202,4
203,2
204,3
206,2
208,2
209,1
210,1
212,1
214,4
215,3
219,1
223,3
225,1
227,1
229,3
231,1
233,2
234,1
235,2
236,1
237,1
239,1
244,1
246,1
247,1
251,1
255,1
257,64
258,2
262,2
263,1
274,1
278,1
292,1
297,1
301,1
307,69
309,2
311,1
315,1
325,1
327,1
329,1
338,1
340,1
346,1
348,1
351,1
354,1
364,1
373,1
392,1
400,1
408,1
440,1
446,1
447,1
458,1
461,1
463,1
464,1
465,1
470,2
472,1
481,1
503,1
536,1
553,1
617,1
670,1
683,1
700,1
701,1
705,1
752,1
754,1
760,1
762,1
774,1
844,1
851,1
853,1
858,1
863,1
887,1
890,1
898,1
906,1
936,1
961,1
990,1
1048,1
1134,1
1181,1
1192,1
1218,1
1373,1
1408,1
1469,1
1487,1
1558,1
1685,1
1689,1
1690,1
1699,1
1707,1
1710,1
1724,1
1739,1
1741,1
1745,1
1758,1
1768,1
1772,1
1773,1
1782,1
1786,1
1791,1
1792,1
1793,1
1794,1
1795,1
1796,1
1803,2
1806,1
1809,1
1818,1
1821,1
1823,1
1827,1
1828,1
1830,2
1841,1
1843,1
1849,1
1857,1
1860,1
1861,1
1867,1
1877,1
1880,1
1903,2
1910,1
1911,1
1923,2
1930,1
1945,1
1951,1
1977,1
1980,1
1984,1
1986,1
1991,1
1992,1
2004,1
2008,1
2014,1
2018,1
2020,1
2028,1
2029,1
2033,1
2035,1
2037,1
2046,1
2061,1
2062,1
2063,2
2071,1
2119,1
2128,1
2260,1
2264,1
2323,1
2664,1
2726,1
2975,1
3015,1
3098,1
3980,1
4371,1
4781,1
6225,1
6631,1
10948,1
58196,1
71637,1
72529,1
73592,1
73895,1
74184,1
75027,1
76510,1
77248,1
77899,1
78054,1
78236,1
78374,1
78810,1
78812,1
78918,1
79194,1
79647,1
79876,1
79877,1
80688,1
80971,1
81933,1
81944,1
82349,1
82557,1
82569,1
83839,1
84068,1
84535,1
84568,1
85602,1
86193,1
86268,1
86796,1
87144,1
87296,1
87684,1
88552,1
90156,1
90354,1
91723,1
92073,1
92767,1
93591,1
94214,1
95164,1
95420,1
96421,1
96836,1
96864,1
97251,1
97709,1
99504,1
99803,1
100007,1
101026,1
101378,1
101567,1
102048,1
102173,1
102250,1
103515,1
103561,1
104089,1
105126,1
105384,1
105662,1
107564,1
107696,1
107709,1
107919,1
109456,1
110949,1
112438,1
112521,1
112982,1
113392,1
113505,1
113749,1
113917,1
114301,1
114340,1
115151,1
115374,1
115376,1
115427,1
115595,1
116118,1
116155,1
116740,1
117026,1
117798,1
118036,1
118246,1
118477,1
118489,1
118676,1
118799,1
119026,1
119140,1
119310,1
119377,1
119619,2
119758,1
119837,1
120027,1
120348,1
120382,1
120416,1
120647,1
120745,1
120789,1
120794,1
120857,1
120875,1
120883,1
121696,1
121737,1
121753,1
121787,1
121860,1
121939,1
122049,1
122270,1
122274,1
122557,1
122559,1
122746,1
122943,1
123004,1
123113,1
123569,1
123591,1
123789,1
123875,1
124000,1
124123,1
124341,1
124355,1
124373,1
124389,1
124588,1
124699,1
124912,1
125098,1
125195,1
125343,1
125535,1
125541,1
125593,1
125671,1
126185,1
126336,1
126407,1
126436,1
126472,1
126608,1
126714,1
126760,1
126789,1
126813,1
127130,1
127159,1
127392,1
127697,1
127722,1
127746,1
127839,1
127885,1
127904,1
127945,1
127957,1
128132,1
128217,1
128485,1
128545,1
128589,1
128667,1
128758,1
128776,1
129001,1
129202,1
129228,1
129361,1
129378,1
129464,1
129588,1
129885,1
129991,1
130202,1
130290,1
130426,1
130572,1
130647,1
130700,1
130728,1
131060,1
131184,1
131399,1
131587,2
131592,1
131626,1
131711,1
131744,1
131837,1
131878,1
131933,1
131954,1
132022,1
132158,1
132269,1
132387,1
132495,1
132589,1
132603,1
132668,1
132692,1
132696,1
132708,1
132717,1
132746,1
132775,1
132786,1
132832,1
133333,1
133342,1
133410,1
133439,1
133771,1
133792,1
133819,1
133854,1
133871,1
133883,1
133924,1
134033,1
134038,1
134218,1
134234,1
134238,1
134248,1
134281,1
134352,1
134481,1
134508,1
134542,1
134664,1
134882,1
134980,1
134984,1
135015,1
135049,1
135062,1
135102,1
135123,1
135198,1
135358,1
135372,1
135405,1
135412,1
135567,1
135582,1
135583,1
135598,1
135660,1
135684,1
135831,1
135890,1
135945,1
135956,1
135988,1
136090,1
136193,1
136204,1
136206,1
136223,1
136249,1
136356,1
136405,1
136503,1
136511,1
136560,1
136567,1
136616,1
136631,1
136657,1
136700,1
136704,1
136888,1
136940,1
136977,1
137082,1
137090,1
137237,1
137255,1
137330,1
137368,1
137371,1
137456,1
137508,1
137578,1
137751,1
137881,1
137915,1
137928,1
137932,1
137934,1
137955,1
138053,1
138179,1
138182,1
138316,1
138341,1
138429,1
138531,1
138547,1
138666,1
138699,1
138754,1
138768,1
138802,1
138811,1
138902,1
138943,1
139256,1
139266,1
139306,1
139326,1
139376,1
139404,1
139494,1
139539,1
139661,1
139708,1
139723,1
140081,1
140117,1
140160,1
140166,1
140168,1
140217,1
140386,1
140432,1
140479,1
140557,1
140572,1
140591,1
140593,1
140642,1
140738,1
140805,1
140875,1
140882,1
141008,1
141076,1
141165,1
141212,1
141356,1
141361,1
141368,1
141375,1
141425,1
141428,1
141443,1
141449,1
141524,1
141747,1
141779,1
141825,1
141927,1
141980,1
142157,1
142206,1
142466,1
142604,1
142633,1
142668,1
142702,1
142709,1
142713,1
142816,1
142855,1
142900,1
142918,1
142939,1
143032,1
143046,1
143050,1
143051,1
143062,1
143356,1
143696,1
143917,1
143986,1
144016,1
144065,1
144094,2
144105,1
144224,1
144390,1
144417,1
144435,1
144523,1
144529,1
144540,1
144657,1
144772,1
144818,1
144917,1
144997,1
145064,1
145113,1
145238,1
145279,1
145328,1
145744,1
145756,1
146058,1
146128,1
146246,1
146291,1
146325,1
146426,1
146501,1
146561,1
146700,1
146705,1
146803,1
146877,1
146901,1
146954,1
147082,1
147119,1
147196,1
147253,1
147263,1
147306,1
147349,1
147518,1
147568,1
147573,1
147789,1
147798,1
147896,1
148129,1
148236,1
148252,1
148326,1
148500,1
148705,1
148758,1
148792,1
148862,1
148959,2
149122,1
149176,1
149249,1
149251,1
149287,1
149474,1
149631,1
149648,1
149777,1
149832,1
149848,1
150035,1
150114,1
150163,1
150174,1
150219,1
150231,1
150350,1
150441,1
150546,1
150633,1
150655,1
150886,1
150960,1
150992,1
151009,1
151266,1
151436,1
151517,1
151726,1
151866,1
151886,1
151937,1
152066,1
152074,1
152099,1
152120,1
152158,1
152172,1
152273,1
152321,1
152472,1
152611,1
152722,1
152876,1
153132,1
153160,1
153525,1
153564,1
153585,1
153960,1
154016,1
154482,1
154488,1
154631,1
154724,1
155106,1
155316,1
155453,1
155535,1
155699,1
155739,1
156051,1
156170,1
156180,1
156207,1
156474,1
156668,1
156741,1
156848,1
156853,1
157139,1
157149,1
157196,1
157235,1
157860,1
158398,1
158407,1
158465,1
158559,1
158613,1
158662,1
159005,1
159123,1
159813,1
159966,1
159980,1
159984,1
160036,1
160439,1
160742,1
161041,1
161130,1
161232,1
161285,1
161454,1
161491,1
161612,1
161645,1
161827,1
162055,1
162066,1
162102,1
162119,1
162261,1
162418,1
162584,1
162595,1
162653,1
162909,1
163072,1
163104,1
163469,1
163554,1
163652,1
163834,1
163880,1
164179,1
164272,1
164445,1
164721,1
164769,1
164981,1
165040,1
165116,1
165250,1
165524,1
165561,1
166699,1
166819,1
167056,1
167087,1
167136,1
167323,1
167360,1
167440,1
167535,1
167694,1
167816,1
168141,1
168151,1
168611,1
168951,1
169518,1
169809,1
171001,1
172434,1
173311,1
173571,1
174115,1
174526,1
178417,1
178835,1
179174,1
179245,1
180033,1
180608,1
183098,1
183155,1
184271,1
186335,1
194073,1
200475,1
200831,1
213005,1
214157,1
220366,1
221415,1
