optimizer,datasetfetch,training,rangematches,tofinomodel
6.695186685536402,33.47593342768201,133.90373371072803,13.390373371072805,13.390373371072805
6.906136383863188,34.53068191931594,138.12272767726375,13.812272767726377,13.812272767726377
9.660128244524731,48.30064122262365,193.2025648904946,19.320256489049463,19.320256489049463
6.631431805261412,33.15715902630706,132.62863610522825,13.262863610522825,13.262863610522825
9.080290968176865,45.40145484088433,181.6058193635373,18.16058193635373,18.16058193635373
1.2657880198888107,6.328940099444054,25.315760397776216,2.5315760397776215,2.5315760397776215
2.910753979496546,14.553769897482729,58.215079589930916,5.821507958993092,5.821507958993092
7.705954792809018,38.52977396404509,154.11909585618037,15.411909585618035,15.411909585618035
5.191257510855692,25.95628755427846,103.82515021711384,10.382515021711384,10.382515021711384
7.578082160030626,37.890410800153134,151.56164320061254,15.156164320061253,15.156164320061253
7.881715307740491,39.408576538702455,157.63430615480982,15.763430615480981,15.763430615480981
2.25586808466547,11.279340423327351,45.117361693309405,4.51173616933094,4.51173616933094
2.239999270998582,11.199996354992908,44.799985419971634,4.479998541997164,4.479998541997164
6.738266292838715,33.691331464193574,134.7653258567743,13.47653258567743,13.47653258567743
5.254346907472121,26.271734537360608,105.08693814944243,10.508693814944243,10.508693814944243
5.914256458345006,29.571282291725034,118.28512916690013,11.828512916690013,11.828512916690013
4.699204135607048,23.49602067803524,93.98408271214096,9.398408271214096,9.398408271214096
3.507147361058353,17.535736805291762,70.14294722116705,7.014294722116706,7.014294722116706
6.090951775557171,30.454758877785856,121.81903551114343,12.181903551114342,12.181903551114342
6.144995893350807,30.724979466754036,122.89991786701614,12.289991786701615,12.289991786701615
4.5305948748230715,22.65297437411536,90.61189749646144,9.061189749646143,9.061189749646143
8.544959553505457,42.724797767527285,170.89919107010914,17.089919107010914,17.089919107010914
1.3114926992640166,6.557463496320083,26.229853985280332,2.622985398528033,2.622985398528033
9.703550225987055,48.51775112993528,194.0710045197411,19.40710045197411,19.40710045197411
7.236848942269089,36.18424471134544,144.73697884538177,14.473697884538177,14.473697884538177
9.654922067494297,48.274610337471486,193.09844134988595,19.309844134988595,19.309844134988595
9.092796725297667,45.463983626488336,181.85593450595334,18.185593450595334,18.185593450595334
6.343170396065577,31.715851980327887,126.86340792131155,12.686340792131155,12.686340792131155
1.4928392177799994,7.464196088899997,29.856784355599988,2.985678435559999,2.985678435559999
8.373249344625066,41.86624672312533,167.46498689250132,16.74649868925013,16.74649868925013
7.327096386658809,36.635481933294045,146.54192773317618,14.654192773317618,14.654192773317618
5.179079948482308,25.895399742411538,103.58159896964615,10.358159896964615,10.358159896964615
6.600570858080762,33.00285429040381,132.01141716161524,13.201141716161525,13.201141716161525
5.089551450427977,25.447757252139883,101.79102900855953,10.179102900855954,10.179102900855954
1.8852245907881415,9.426122953940707,37.70449181576283,3.770449181576283,3.770449181576283
9.417191895288465,47.085959476442326,188.3438379057693,18.83438379057693,18.83438379057693
2.7975042713575187,13.987521356787592,55.95008542715037,5.595008542715037,5.595008542715037
5.704774010440373,28.523870052201865,114.09548020880746,11.409548020880745,11.409548020880745
9.39400470354338,46.9700235177169,187.8800940708676,18.78800940708676,18.78800940708676
3.74389807562193,18.71949037810965,74.8779615124386,7.48779615124386,7.48779615124386
8.157090698886023,40.785453494430115,163.14181397772046,16.314181397772046,16.314181397772046
3.89701983662055,19.48509918310275,77.940396732411,7.7940396732411,7.7940396732411
4.904401608457629,24.522008042288146,98.08803216915258,9.808803216915258,9.808803216915258
2.9323122073343875,14.661561036671937,58.64624414668775,5.864624414668775,5.864624414668775
7.61648724483573,38.08243622417865,152.3297448967146,15.23297448967146,15.23297448967146
1.7097183926558084,8.548591963279042,34.19436785311617,3.4194367853116168,3.4194367853116168
6.000496992027297,30.002484960136485,120.00993984054594,12.000993984054594,12.000993984054594
1.4571693194906585,7.285846597453292,29.14338638981317,2.914338638981317,2.914338638981317
9.182182906139348,45.910914530696736,183.64365812278695,18.364365812278695,18.364365812278695
3.457080114369204,17.28540057184602,69.14160228738407,6.914160228738408,6.914160228738408
5.893401439901967,29.467007199509837,117.86802879803935,11.786802879803934,11.786802879803934
8.85097336459376,44.25486682296879,177.01946729187517,17.70194672918752,17.70194672918752
5.152610281632448,25.76305140816224,103.05220563264896,10.305220563264896,10.305220563264896
1.448571276604781,7.242856383023905,28.97142553209562,2.897142553209562,2.897142553209562
6.267486295464698,31.33743147732349,125.34972590929397,12.534972590929396,12.534972590929396
3.673966760847253,18.369833804236265,73.47933521694506,7.347933521694506,7.347933521694506
6.759918006471523,33.799590032357614,135.19836012943045,13.519836012943045,13.519836012943045
1.2929692620036897,6.464846310018448,25.85938524007379,2.5859385240073793,2.5859385240073793
6.209216223831761,31.046081119158803,124.18432447663521,12.418432447663522,12.418432447663522
3.4626819030781144,17.31340951539057,69.25363806156228,6.925363806156229,6.925363806156229
6.118091782027159,30.590458910135794,122.36183564054318,12.236183564054318,12.236183564054318
1.918038365220981,9.590191826104904,38.36076730441962,3.836076730441962,3.836076730441962
4.988126367091979,24.940631835459897,99.76252734183959,9.976252734183959,9.976252734183959
7.872074124550503,39.36037062275251,157.44148249101005,15.744148249101006,15.744148249101006
9.30447119804218,46.5223559902109,186.0894239608436,18.60894239608436,18.60894239608436
2.8465313468582956,14.232656734291478,56.93062693716591,5.693062693716591,5.693062693716591
5.858861533149603,29.294307665748015,117.17723066299206,11.717723066299206,11.717723066299206
7.878052125400934,39.39026062700467,157.5610425080187,15.756104250801869,15.756104250801869
4.286680205203466,21.433401026017332,85.73360410406933,8.573360410406933,8.573360410406933
7.802650811576328,39.01325405788164,156.05301623152656,15.605301623152656,15.605301623152656
8.068214825714033,40.34107412857017,161.36429651428068,16.136429651428067,16.136429651428067
1.0296637001530244,5.148318500765122,20.59327400306049,2.059327400306049,2.059327400306049
3.2011052528583717,16.00552626429186,64.02210505716744,6.402210505716743,6.402210505716743
7.653233896847252,38.26616948423626,153.06467793694503,15.306467793694503,15.306467793694503
7.9616045065796275,39.808022532898136,159.23209013159254,15.923209013159255,15.923209013159255
9.634637921985904,48.17318960992952,192.6927584397181,19.26927584397181,19.26927584397181
3.711714281792204,18.55857140896102,74.23428563584407,7.423428563584408,7.423428563584408
3.6264416324080258,18.13220816204013,72.52883264816052,7.2528832648160515,7.2528832648160515
5.839567464212149,29.197837321060746,116.79134928424298,11.679134928424299,11.679134928424299
4.626671191294481,23.133355956472403,92.53342382588961,9.253342382588961,9.253342382588961
6.339434445846926,31.69717222923463,126.78868891693853,12.678868891693853,12.678868891693853
7.501249889689782,37.50624944844891,150.02499779379565,15.002499779379564,15.002499779379564
2.0599138692199026,10.299569346099513,41.198277384398054,4.119827738439805,4.119827738439805
3.138761793105992,15.69380896552996,62.77523586211984,6.277523586211984,6.277523586211984
6.993767226309678,34.968836131548386,139.87534452619354,13.987534452619355,13.987534452619355
3.862920814450046,19.31460407225023,77.25841628900092,7.725841628900092,7.725841628900092
4.268535628491875,21.342678142459377,85.37071256983751,8.53707125698375,8.53707125698375
6.587686737021632,32.93843368510816,131.75373474043263,13.175373474043264,13.175373474043264
1.9109634777705753,9.554817388852877,38.21926955541151,3.8219269555411506,3.8219269555411506
7.518774164776374,37.59387082388187,150.3754832955275,15.037548329552749,15.037548329552749
5.94341934506524,29.7170967253262,118.8683869013048,11.88683869013048,11.88683869013048
6.887978941329536,34.43989470664768,137.7595788265907,13.775957882659071,13.775957882659071
9.929865358154784,49.64932679077392,198.59730716309568,19.859730716309567,19.859730716309567
5.217767428724061,26.088837143620303,104.35534857448121,10.435534857448122,10.435534857448122
9.438395397408042,47.19197698704021,188.76790794816085,18.876790794816085,18.876790794816085
8.14674165234769,40.73370826173844,162.93483304695377,16.29348330469538,16.29348330469538
8.78449476278633,43.92247381393165,175.6898952557266,17.56898952557266,17.56898952557266
6.481335773521078,32.40667886760539,129.62671547042157,12.962671547042156,12.962671547042156
5.004795264595648,25.023976322978243,100.09590529191297,10.009590529191296,10.009590529191296
1.8628244326829897,9.314122163414948,37.256488653659794,3.7256488653659794,3.7256488653659794
